"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
2.010112886E2,5.237457476E1,4.901235699E0,2.450384456E0,1.337146873E0,1.268076324E1,6.267192727E0,3.165625103E0
2.020112851E2,5.237457268E1,4.901253038E0,2.218364913E0,1.002268949E0,3.266777649E1,6.057086022E0,3.167387591E0
2.030112832E2,5.237458522E1,4.901263118E0,2.351048652E0,1.133823476E0,3.149066412E1,5.862368335E0,3.211375624E0
2.040112804E2,5.237459529E1,4.901272204E0,2.123946612E0,1.183489776E0,2.981773942E1,5.671096397E0,3.219959557E0
2.050112780E2,5.237460729E1,4.901277971E0,2.526386764E0,1.299224784E0,2.598213496E1,5.635360267E0,3.263918123E0
2.060112756E2,5.237462216E1,4.901291458E0,2.720317737E0,1.424301414E0,2.373948982E1,5.507584237E0,3.270210767E0
2.070112727E2,5.237463508E1,4.901313024E0,2.580398071E0,1.486947764E0,2.588933087E1,5.355946404E0,3.274730795E0
2.080112699E2,5.237464694E1,4.901324955E0,2.771025141E0,1.528145170E0,2.685735371E1,5.326462954E0,3.244105196E0
2.090112674E2,5.237465747E1,4.901328265E0,3.089391631E0,1.266065433E0,2.405910594E1,5.379193692E0,3.189529814E0
2.100112658E2,5.237466966E1,4.901337371E0,2.908104693E0,1.235471210E0,2.208320927E1,5.539954721E0,3.169744444E0
