"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.199388000E0,3.844040262E0,-2.236224649E0,-2.194400977E0
1.209354000E0,4.342853950E0,-1.843918871E0,-2.519438925E0
1.219320000E0,4.574168631E0,-1.379604340E0,-2.492339419E0
1.229285000E0,4.890583690E0,-9.542424980E-1,-2.252365596E0
1.239251000E0,5.262018709E0,-8.857420743E-1,-1.924931459E0
1.249217000E0,5.490030883E0,-7.394552636E-1,-1.723440501E0
1.259183000E0,5.675230914E0,-4.544268894E-1,-1.391020444E0
1.269148000E0,5.586932695E0,-2.625633717E-1,-8.820203215E-1
1.279114000E0,5.150787710E0,-3.048153520E-1,-3.338026312E-1
1.289080000E0,4.869592186E0,-2.934296536E-1,2.879130980E-1
1.299046000E0,4.551304264E0,-3.860109580E-1,9.826547036E-1
1.309011000E0,3.419016681E0,-3.906349361E-1,1.479272470E0
1.318977000E0,2.209991409E0,-3.364897192E-2,1.662080405E0
1.328943000E0,1.358822166E0,2.631317210E-1,2.400852421E0
1.338909000E0,4.533357990E-1,5.179001695E-1,3.148898706E0
1.348874000E0,-3.273563683E-1,3.624232900E-1,3.791353340E0
1.358840000E0,-1.200078447E0,1.730857694E-1,3.914608553E0
1.368806000E0,-1.802811776E0,-2.563097745E-1,3.880784457E0
1.378772000E0,-9.311562288E-1,-1.205976534E0,3.076789674E0
1.388737000E0,3.499105409E0,-2.369782948E-1,4.933737895E0
1.398703000E0,-8.531146109E-1,9.613325393E-1,4.201644276E0
1.408669000E0,-3.664371697E0,-8.721513909E-1,4.862945071E0
1.418635000E0,-9.710968047E-1,-1.619695693E0,5.295092899E0
1.428600000E0,-3.883972067E0,-1.786126161E0,3.874578807E0
1.438566000E0,-5.086489388E0,-1.260317048E0,2.548189099E0
1.448532000E0,-4.119870965E0,-1.008116112E0,3.784239618E0
1.458498000E0,-4.658835729E0,4.759358722E-1,4.582483080E0
1.468463000E0,-3.713442115E0,1.680147716E0,5.518291061E0
1.478429000E0,-3.233304434E0,1.907288071E0,4.949888490E0
1.488395000E0,-4.121449129E0,8.906812173E-1,3.746906023E0
1.498361000E0,-4.802176713E0,-9.312696648E-1,2.015873497E0
1.508326000E0,-4.838869160E0,-2.015607156E0,4.660230875E-3
1.518292000E0,-5.106382785E0,-2.546526736E0,-2.862082838E0
1.528258000E0,-4.306321131E0,-3.229434747E0,-2.302594932E0
1.538224000E0,-3.944497765E0,-3.263547403E0,-1.693210981E0
1.548190000E0,-5.340506469E0,-2.556724280E0,-1.254542630E0
1.558155000E0,-4.168212236E0,-1.463294368E0,-4.536942333E-1
1.568121000E0,-7.098619789E0,-9.368958557E-1,6.112910208E-1
1.578087000E0,-8.116678507E0,-4.110241771E-1,1.397932145E0
