"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
1.920075558E2,5.238782680E1,4.909145685E0,2.418798999E0,4.432808866E0,2.695955699E1,1.265778883E1,1.084743829E0
1.930075489E2,5.238785615E1,4.909163942E0,2.453230505E0,4.426554168E0,2.549542654E1,1.281079307E1,1.082520600E0
1.940075426E2,5.238790266E1,4.909209187E0,2.421095258E0,4.508431101E0,2.498157851E1,1.240199269E1,1.078185823E0
1.950075345E2,5.238794255E1,4.909220769E0,2.085191774E0,4.323314768E0,2.259067869E1,1.270625287E1,1.075197618E0
1.960075279E2,5.238799542E1,4.909274243E0,1.941450131E0,4.526518765E0,2.455388084E1,1.290071424E1,1.187605831E0
1.970075206E2,5.238803813E1,4.909291556E0,1.061314233E0,4.613123858E0,2.297643984E1,1.360197479E1,1.182906084E0
1.980075140E2,5.238807808E1,4.909302484E0,9.205209389E-1,4.524546706E0,2.096194973E1,1.420366318E1,1.174748019E0
1.990075076E2,5.238810897E1,4.909336765E0,7.535883905E-1,4.503677308E0,2.443942019E1,1.486142683E1,1.168970488E0
2.000075003E2,5.238814922E1,4.909352912E0,1.259455950E0,4.589076452E0,2.400116211E1,1.500176064E1,1.161143447E0
2.010074930E2,5.238819030E1,4.909383694E0,3.087522241E0,4.530904121E0,2.372139372E1,1.533347534E1,1.155804557E0
2.020074861E2,5.238824407E1,4.909438316E0,3.784756615E0,4.716244403E0,2.631013884E1,1.613761588E1,1.149201051E0
2.030074790E2,5.238826849E1,4.909497405E0,3.226702727E0,4.535555962E0,2.948045845E1,1.753496797E1,1.141050647E0
2.040074718E2,5.238830754E1,4.909517854E0,3.386855096E0,4.547505268E0,2.865723990E1,1.861399834E1,1.136314839E0
2.050074643E2,5.238831199E1,4.909523270E0,2.486005975E0,4.150757090E0,2.901611480E1,1.972931666E1,1.105909433E0
2.060074577E2,5.238835271E1,4.909585514E0,1.907606154E0,4.281165143E0,2.981887172E1,1.971791017E1,1.124422894E0
