"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.533793583E0,5.527256012E0,-5.066918289E1,5.851481781E0
2.543759583E0,4.007765808E0,-3.599983795E1,6.667434998E0
2.553725583E0,5.504054260E0,-3.483271500E1,2.429747314E0
2.563691583E0,7.508236542E0,-3.273003754E1,-4.661306763E0
2.573656583E0,1.323442886E1,-2.946772156E1,-1.403691010E1
2.583622583E0,1.382031052E1,-1.880120270E1,-1.758528122E1
2.593588583E0,1.589185272E1,-1.909998138E1,-3.298540649E0
2.603554583E0,1.368080063E1,-1.520328461E1,4.866679688E0
2.613519583E0,9.110654297E0,-1.050680099E1,4.405638428E0
2.623485583E0,6.254443817E0,-9.340426483E0,2.844684448E0
2.633451583E0,4.669689331E0,-8.991502075E0,1.211281128E0
2.643416583E0,3.669918365E0,-9.246871033E0,-1.637594604E-1
2.653382583E0,3.005899200E0,-9.255103912E0,-1.684746552E0
2.663348583E0,2.443368988E0,-8.509354706E0,-2.464624786E0
2.673313583E0,1.772763519E0,-7.522456970E0,-3.041525116E0
2.683279583E0,1.663640442E0,-7.271428986E0,-4.277205505E0
2.693245583E0,2.013762360E0,-7.104376373E0,-6.017486572E0
2.703211583E0,2.305206299E-2,-6.676865387E0,-9.321715393E0
2.713176583E0,-4.411326599E-1,-6.118526459E0,-8.285869446E0
2.723142583E0,-4.047583008E-1,-5.321883087E0,-6.009104004E0
2.733108583E0,-7.812254333E-1,-4.238735504E0,-2.312091980E0
2.743074583E0,-8.536747742E-1,-2.515818329E0,6.763235779E0
2.753039583E0,-3.523672485E-1,-2.190395050E0,1.955832825E0
2.763005583E0,3.641926575E-1,-2.416724396E0,-4.987628174E-1
2.772971333E0,1.365759888E0,-1.828896790E0,2.053729248E-1
2.782936333E0,2.026336212E0,-1.344653778E0,-1.417552185E-1
2.792902333E0,1.759890289E0,-1.323847046E0,-4.764591980E-1
2.802868333E0,1.401236115E0,-1.365610199E0,-4.691244507E-1
2.812834333E0,1.390907593E0,-1.807191925E0,-7.722441101E-1
2.822799333E0,1.272952881E0,-2.593656464E0,-8.695417786E-1
2.832765333E0,1.103355560E0,-3.282673645E0,-1.096769257E0
2.842731333E0,1.077160034E0,-3.860621796E0,-1.072070618E0
2.852696333E0,1.121018829E0,-4.413272552E0,-7.173083496E-1
2.862662333E0,1.172811127E0,-5.208269348E0,2.462379456E-1
2.872628333E0,1.055455170E0,-6.253695374E0,1.664837952E0
2.882594333E0,7.521858215E-1,-7.438631287E0,3.681893463E0
2.892559333E0,3.508703613E-1,-9.166039124E0,7.754624176E0
2.902525333E0,-5.035528564E-1,-1.212807953E1,1.210053680E1
2.912491333E0,-1.549727325E0,-1.671783508E1,1.567764816E1
2.922456333E0,-1.737736359E0,-2.271990372E1,1.842817841E1
2.932422333E0,1.061293030E-1,-2.460897537E1,1.416010391E1
2.942388333E0,1.144220581E0,-1.959784607E1,9.081165619E0
2.952354333E0,1.911075897E0,-1.420171738E1,6.722370758E0
2.962319333E0,2.006427612E0,-1.139161102E1,4.800217896E0
2.972285333E0,1.686093750E0,-8.943601685E0,3.526815948E0
2.982251333E0,1.362616425E0,-6.776707764E0,3.114722900E0
2.992216333E0,1.068029022E0,-4.865332489E0,3.376977539E0
3.002182333E0,5.888754272E-1,-3.158581696E0,3.906725922E0
3.012148333E0,3.474275208E-1,-1.996398468E0,5.702990570E0
3.022114333E0,-1.036145325E0,-2.934497681E0,9.938732300E0
3.032079333E0,-3.455564117E0,-8.405770111E0,9.489366760E0
3.042045333E0,-4.658163300E0,-1.666289932E1,-1.305734711E0
3.052011333E0,-1.842368774E0,-2.771157349E1,-6.505621490E0
3.061976333E0,2.662363586E0,-3.743176025E1,8.678952026E-1
3.071942333E0,3.999682617E0,-2.579121689E1,-1.005938141E1
3.081908333E0,3.281476135E0,-7.723937988E0,-1.169458099E1
3.091874333E0,6.647825775E0,-9.063652039E-1,-2.479443970E0
3.101839333E0,7.219337311E0,2.069596252E0,8.974587250E0
3.111805333E0,6.466552734E0,3.084485779E0,5.346132660E0
3.121771333E0,6.361171875E0,2.203417969E-1,-2.556383972E0
3.131736333E0,6.757996674E0,-3.910917206E0,-3.930227051E0
3.141702333E0,9.771829376E0,-9.256151733E0,-4.209246826E0
3.151668333E0,1.085123474E1,-1.260887970E1,-4.212539978E0
3.161634333E0,7.020251312E0,-1.226803848E1,-4.387376404E0
3.171599333E0,3.891457672E0,-1.108310257E1,-4.232149200E0
3.181565333E0,3.450923767E0,-1.096739319E1,-3.816313934E0
3.191531333E0,3.036286011E0,-1.092907288E1,-4.036506042E0
3.201496333E0,1.936972046E0,-1.089763824E1,-4.806654510E0
3.211462333E0,4.144880676E-1,-1.198587524E1,-5.496420135E0
3.221428333E0,-1.282682648E0,-1.424527679E1,-5.482499084E0
3.231394333E0,-3.487747192E0,-1.585637650E1,-4.757706299E0
3.241359333E0,-5.886508942E0,-1.522259445E1,-4.186793518E0
3.251325333E0,-7.567513275E0,-1.284508850E1,-3.702999573E0
3.261291333E0,-7.810757446E0,-1.094958023E1,-2.350112915E0
3.271256333E0,-6.849755859E0,-9.404942322E0,1.319655762E0
3.281222333E0,-5.391638031E0,-8.790021057E0,3.753444672E0
3.291188333E0,-3.723955994E0,-8.247549133E0,4.634512482E0
3.301154333E0,-1.973945160E0,-7.932753754E0,5.174290009E0
3.311119333E0,7.604187012E-2,-8.384813690E0,5.154381409E0
3.321085333E0,1.343605957E0,-8.465046844E0,4.648433533E0
3.331051333E0,1.701212311E0,-8.371192017E0,3.976780243E0
3.341016333E0,1.744472351E0,-8.378227386E0,3.179837494E0
3.350982333E0,1.283131714E0,-8.377029877E0,2.283202057E0
3.360948333E0,7.444020081E-1,-8.242759094E0,1.470092926E0
3.370914333E0,2.850073242E-1,-7.821684723E0,6.478527832E-1
3.380879333E0,-3.619473267E-1,-7.316335602E0,-2.251318359E-1
3.390845333E0,-9.169931030E-1,-6.891369324E0,-9.458830261E-1
3.400811333E0,-6.846762085E-1,-6.694229279E0,-1.184486847E0
3.410776333E0,-1.529818726E-1,-6.816524963E0,-8.885522461E-1
3.420742333E0,1.434017944E-1,-7.102280731E0,-5.388793945E-1
3.430708333E0,1.595681763E-1,-7.172933807E0,-3.194357300E-1
3.440674333E0,6.132746887E-1,-7.610623627E0,-4.230203247E-1
3.450639333E0,1.508712616E0,-8.375682678E0,-1.478325806E0
3.460605333E0,2.482138367E0,-9.105714569E0,-2.867586823E0
3.470571333E0,2.662812653E0,-9.906549225E0,-2.343975677E0
3.480536333E0,2.009271698E0,-1.061382843E1,-1.335672455E0
3.490502333E0,1.960323486E0,-1.097427887E1,-1.030157776E0
3.500468333E0,2.144590302E0,-1.138981476E1,-6.423143005E-1
3.510434333E0,7.566764832E-1,-1.183319275E1,-3.712280273E-2
3.520399333E0,-1.342258759E0,-1.169637726E1,3.983216858E-1
3.530365333E0,-2.808609467E0,-1.157602753E1,5.105882263E-1
3.540331333E0,-3.989653473E0,-1.163051422E1,8.394543457E-1
3.550296333E0,-4.657564545E0,-1.254885452E1,2.710713043E0
3.560262333E0,-5.586981812E0,-1.441891571E1,5.548362122E0
3.570228333E0,-6.807393951E0,-1.533531006E1,8.021668854E0
3.580193333E0,-6.825356598E0,-1.532812500E1,1.001716919E1
3.590159333E0,-7.112010498E0,-1.553409668E1,8.242310028E0
3.600125333E0,-6.960974579E0,-1.571971069E1,1.316063232E0
3.610091333E0,-2.803070984E0,-1.546973053E1,-3.836072845E0
3.620056333E0,1.689985657E-1,-1.560729446E1,-5.561684418E0
3.630022333E0,3.566633148E0,-1.618718857E1,-5.186863861E0
3.639988333E0,8.064180450E0,-1.545266602E1,-2.754871216E0
3.649953333E0,1.026400589E1,-1.504656052E1,7.982899475E-1
3.659919333E0,9.217382355E0,-1.547242493E1,-3.784130859E-1
3.669885333E0,8.574020233E0,-1.807431427E1,-3.061882782E0
3.679851333E0,7.757767639E0,-1.931223999E1,-4.104614410E0
3.689816333E0,5.184169464E0,-1.820229813E1,-3.891008606E0
3.699782333E0,4.121080170E0,-1.656470352E1,-2.555934906E0
3.709748333E0,4.226461029E0,-1.506587036E1,-1.427880707E0
3.719713333E0,3.839964752E0,-1.341076218E1,-1.206491089E0
3.729679333E0,3.682342529E0,-1.202569244E1,-9.610015869E-1
3.739645333E0,3.418890381E0,-1.123952728E1,-1.102457428E0
